1	1433	839	1	0	2,5,8
2	1433	840	0	0	1,3,8,9
3	1433	841	2	1	2,4,9,10
4	1433	842	0	0	3,10,11
5	1434	839	0	0	1,6,8
6	1435	839	0	0	5,7,8
7	1436	839	1	0	6
8	1434	840	1	0	1,2,5,6,9
9	1434	841	1	0	2,3,8,10
10	1434	842	1	0	3,4,9,11
11	1434	843	1	0	4,10
12	1435	844	1	0	13
13	1435	845	1	0	12,14
14	1435	846	1	0	13,15
15	1435	847	1	0	14
